,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CODIGOS INVOLUCRADOS EN PEDIDOS JUNIO NOVIEMBRE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Código II, Q. según pedidos, Promedio VTA, m3 x unidad, m3 x Inner, m3 x Master, Unidades x Inner, Unidades x Master, Peso [kgrs], Alto [mm], Ancho [mm], Largo [mm],,Es Sensible,Apto VLM
,4229,  42 ,  8 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4230,  1 ,  1 ,  0.0028 ,  0.1519 ,  0.0111 ,  55 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4231,  4 ,#N/A,#N/A,#N/A,#N/A,  50 ,  4 ,  5.25 ,#N/A,#N/A,#N/A,,NO,SI
,4232,  1 ,#N/A,#N/A,#N/A,#N/A,  45 ,  4 ,  5.04 ,#N/A,#N/A,#N/A,,NO,SI
,4233,  7 ,  2 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4234,  3 ,#N/A,#N/A,#N/A,#N/A,  40 ,  4 ,  5.13 ,#N/A,#N/A,#N/A,,NO,SI
,4235,  1 ,  2 ,  0.0024 ,  0.0840 ,  0.0096 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4236,  16 ,#N/A,  0.0020 ,  0.0078 ,  0.0114 ,  4 ,  6 ,  70.00 ,  110.00 ,  255.00 ,#N/A,,NO,SI
,4237,  1 ,#N/A,#N/A,#N/A,#N/A,  4 ,  5 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4238,  8 ,#N/A,  0.0020 ,  0.0078 ,  0.0100 ,  4 ,  5 ,  70.00 ,  110.00 ,  255.00 ,#N/A,,NO,SI
,4239,  3 ,#N/A,#N/A,#N/A,#N/A,  4 ,  5 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4240,  8 ,  4 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4241,  14 ,  2 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4242,  11 ,  5 ,  0.0020 ,  0.0390 ,  0.0117 ,  20 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4243,  9 ,#N/A,#N/A,#N/A,#N/A,  20 ,  4 ,  5.20 ,#N/A,#N/A,#N/A,,NO,SI
,4244,  2 ,#N/A,#N/A,#N/A,#N/A,  18 ,  4 ,  5.04 ,#N/A,#N/A,#N/A,,NO,SI
,4245,  6 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4246,  2 ,  2 ,  0.0029 ,  0.0439 ,  0.0117 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4247,  4 ,  1 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4248,  4 ,  2 ,  0.0029 ,  0.0731 ,  0.0117 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4249,  11 ,  3 ,  0.0029 ,  0.0731 ,  0.0117 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4250,  12 ,  8 ,  0.0028 ,  0.0553 ,  0.0111 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4251,  38 ,  13 ,  0.0024 ,  0.0480 ,  0.0096 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4252,  7 ,#N/A,  0.0022 ,  0.0403 ,  0.0090 ,  18 ,  4 ,  5.67 ,  78.00 ,  120.00 ,  240.00 ,,NO,SI
,4254,  2 ,#N/A,#N/A,#N/A,#N/A,  15 ,  4 ,  4.75 ,#N/A,#N/A,#N/A,,NO,SI
,4255,  5 ,  4 ,  0.0029 ,  0.0439 ,  0.0117 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4256,  7 ,  3 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4257,  48 ,  13 ,  0.0029 ,  0.0348 ,  0.0116 ,  12 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4258,  14 ,  2 ,  0.0029 ,  0.0348 ,  0.0116 ,  12 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4259,  3 ,  12 ,  0.0029 ,  0.0263 ,  0.0117 ,  9 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4260,  2 ,#N/A,  0.0022 ,  0.0202 ,  0.0090 ,  9 ,  4 ,  5.30 ,  78.00 ,  120.00 ,  240.00 ,,NO,SI
,4261,  2 ,#N/A,  0.0022 ,  0.0179 ,  0.0090 ,  8 ,  4 ,  5.01 ,  78.00 ,  120.00 ,  240.00 ,,NO,SI
,4262,  18 ,  1 ,  0.0029 ,  0.0234 ,  0.0117 ,  8 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4263,  20 ,  4 ,  0.0020 ,  0.3315 ,  0.0117 ,  170 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4264,  24 ,  6 ,  0.0020 ,  0.3000 ,  0.0120 ,  150 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4265,  100 ,  15 ,  0.0029 ,  0.4095 ,  0.0117 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4266,  28 ,  6 ,  0.0020 ,  0.2400 ,  0.0120 ,  120 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4267,  53 ,  11 ,  0.0029 ,  0.3510 ,  0.0117 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4268,  24 ,  3 ,  0.0029 ,  0.3480 ,  0.0116 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4269,  32 ,  6 ,  0.0029 ,  0.4388 ,  0.0117 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4270,  13 ,  3 ,  0.0029 ,  0.2900 ,  0.0116 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4271,  39 ,  6 ,  0.0029 ,  0.2925 ,  0.0117 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4272,  8 ,  3 ,  0.0029 ,  0.2900 ,  0.0116 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4273,  29 ,  5 ,  0.0029 ,  0.2925 ,  0.0117 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4274,  10 ,  3 ,  0.0029 ,  0.2194 ,  0.0117 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4275,  23 ,  4 ,  0.0029 ,  0.2030 ,  0.0116 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4276,  23 ,  5 ,  0.0029 ,  0.1901 ,  0.0117 ,  65 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4277,  15 ,  4 ,  0.0029 ,  0.1755 ,  0.0117 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4278,  9 ,  3 ,  0.0029 ,  0.1463 ,  0.0117 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4279,  9 ,  3 ,  0.0029 ,  0.2048 ,  0.0117 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4280,  6 ,  4 ,  0.0029 ,  0.1755 ,  0.0117 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4281,  13 ,  4 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4282,  11 ,  3 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4283,  16 ,  4 ,  0.0020 ,  0.2340 ,  0.0117 ,  120 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4284,  11 ,  3 ,  0.0020 ,  0.2145 ,  0.0117 ,  110 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4285,  33 ,  5 ,  0.0020 ,  0.1950 ,  0.0117 ,  100 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4286,  27 ,  5 ,  0.0062 ,  0.6200 ,  0.0248 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4287,  46 ,  8 ,  0.0029 ,  0.3480 ,  0.0116 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4288,  34 ,  3 ,  0.0029 ,  0.2320 ,  0.0116 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4289,  43 ,  11 ,  0.0029 ,  0.2194 ,  0.0117 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4290,  5 ,  3 ,  0.0029 ,  0.2048 ,  0.0117 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4291,  39 ,  6 ,  0.0029 ,  0.1901 ,  0.0117 ,  65 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4292,  7 ,  3 ,  0.0029 ,  0.1740 ,  0.0116 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4293,  28 ,  5 ,  0.0029 ,  0.1463 ,  0.0117 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4294,  7 ,  4 ,  0.0029 ,  0.1463 ,  0.0117 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4295,  45 ,  6 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4296,  20 ,  4 ,  0.0029 ,  0.1463 ,  0.0117 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4297,  33 ,  4 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4298,  22 ,  3 ,  0.0029 ,  0.1170 ,  0.0117 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4299,  19 ,  5 ,  0.0029 ,  0.1024 ,  0.0117 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4300,  9 ,  3 ,  0.0029 ,  0.1160 ,  0.0116 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4301,  13 ,  3 ,  0.0030 ,  0.1050 ,  0.0120 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4302,  16 ,  3 ,  0.0029 ,  0.1015 ,  0.0116 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4303,  8 ,  2 ,  0.0020 ,  0.1700 ,  0.0120 ,  85 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4304,  15 ,  4 ,  0.0020 ,  0.1463 ,  0.0117 ,  75 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4305,  19 ,  4 ,  0.0020 ,  0.1365 ,  0.0117 ,  70 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4306,  14 ,  2 ,  0.0020 ,  0.1170 ,  0.0117 ,  60 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4307,  29 ,  5 ,  0.0020 ,  0.1000 ,  0.0120 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4308,  22 ,  3 ,  0.0020 ,  0.1000 ,  0.0120 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4309,  87 ,  6 ,  0.0020 ,  0.0975 ,  0.0117 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4310,  11 ,  3 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4311,  24 ,  4 ,  0.0029 ,  0.1463 ,  0.0117 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4312,  8 ,  3 ,  0.0029 ,  0.1160 ,  0.0116 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4313,  20 ,  3 ,  0.0029 ,  0.1170 ,  0.0117 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4314,  9 ,  2 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4315,  30 ,  5 ,  0.0029 ,  0.1024 ,  0.0117 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4316,  21 ,  3 ,  0.0029 ,  0.1015 ,  0.0116 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4317,  22 ,  3 ,  0.0029 ,  0.0878 ,  0.0117 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4318,  13 ,  3 ,  0.0029 ,  0.0878 ,  0.0117 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4319,  17 ,  3 ,  0.0029 ,  0.0731 ,  0.0117 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4320,  6 ,  2 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4321,  8 ,  2 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4322,  13 ,  3 ,  0.0029 ,  0.0585 ,  0.0117 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4323,  9 ,  1 ,  0.0020 ,  0.1000 ,  0.0120 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4324,  11 ,  3 ,  0.0020 ,  0.0975 ,  0.0117 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4325,  6 ,  2 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4326,  21 ,  4 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4327,  7 ,  3 ,  0.0029 ,  0.1170 ,  0.0117 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4328,  29 ,  4 ,  0.0029 ,  0.1160 ,  0.0116 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4329,  5 ,  2 ,  0.0029 ,  0.1015 ,  0.0116 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4330,  19 ,  4 ,  0.0029 ,  0.1024 ,  0.0117 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4331,  2 ,  1 ,  0.0029 ,  0.0870 ,  0.0116 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4332,  16 ,  3 ,  0.0029 ,  0.0878 ,  0.0117 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4333,  4 ,  2 ,  0.0029 ,  0.0870 ,  0.0116 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4334,  8 ,  2 ,  0.0029 ,  0.0731 ,  0.0117 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4335,  13 ,  3 ,  0.0029 ,  0.0731 ,  0.0117 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4336,  15 ,  3 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4337,  13 ,  2 ,  0.0029 ,  0.0580 ,  0.0116 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4338,  18 ,  3 ,  0.0029 ,  0.0580 ,  0.0116 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4339,  21 ,  4 ,  0.0029 ,  0.0585 ,  0.0117 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4340,  10 ,  3 ,  0.0029 ,  0.0439 ,  0.0117 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4341,  18 ,  3 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4342,  2 ,  2 ,  0.0020 ,  0.0800 ,  0.0120 ,  40 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4343,  8 ,  2 ,  0.0020 ,  0.0700 ,  0.0120 ,  35 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4344,  2 ,  1 ,  0.0020 ,  0.0700 ,  0.0120 ,  35 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4345,  15 ,  3 ,  0.0020 ,  0.0600 ,  0.0120 ,  30 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4346,  3 ,  1 ,  0.0020 ,  0.0600 ,  0.0120 ,  30 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4347,  13 ,  2 ,  0.0029 ,  0.0878 ,  0.0117 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4348,  2 ,  1 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4349,  28 ,  4 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4350,  3 ,  1 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4351,  12 ,  3 ,  0.0029 ,  0.0731 ,  0.0117 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4353,  27 ,  3 ,  0.0029 ,  0.0580 ,  0.0116 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4354,  16 ,  2 ,  0.0029 ,  0.0580 ,  0.0116 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4355,  14 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4356,  4 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4357,  10 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4358,  7 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4359,  2 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4360,  6 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4361,  6 ,  1 ,  0.0020 ,  0.0600 ,  0.0120 ,  30 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4362,  3 ,  1 ,  0.0020 ,  0.0500 ,  0.0120 ,  25 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4363,  15 ,  3 ,  0.0020 ,  0.0500 ,  0.0120 ,  25 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4364,  1 ,  2 ,  0.0020 ,  0.0500 ,  0.0120 ,  25 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4365,  16 ,  2 ,  0.0020 ,  0.0400 ,  0.0120 ,  20 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4366,  2 ,  1 ,  0.0020 ,  0.0400 ,  0.0120 ,  20 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4367,  5 ,  2 ,  0.0029 ,  0.0585 ,  0.0117 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4369,  14 ,  2 ,  0.0029 ,  0.0580 ,  0.0116 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4371,  16 ,  6 ,  0.0029 ,  0.0439 ,  0.0117 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4372,  4 ,  1 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4373,  16 ,  4 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4374,  3 ,  1 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4375,  9 ,  2 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4376,  3 ,  1 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4377,  6 ,  1 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4378,  9 ,  2 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4379,  7 ,  2 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4380,  23 ,#N/A,  0.0016 ,  0.0326 ,  0.0131 ,  20 ,  8 ,#N/A,  80.00 ,  120.00 ,  170.00 ,,NO,SI
,4381,  231 ,  50 ,  0.0015 ,  0.7500 ,  0.0120 ,  500 ,  8 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4382,  36 ,  9 ,  0.0016 ,  0.8000 ,  0.0096 ,  500 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4383,  195 ,  33 ,  0.0015 ,  0.7535 ,  0.0121 ,  500 ,  8 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4384,  49 ,  7 ,  0.0010 ,  0.2000 ,  0.0120 ,  200 ,  12 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4385,  559 ,  98 ,  0.0001 ,  0.0106 ,  0.0006 ,  200 ,  12 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4386,  84 ,  30 ,  0.0010 ,  0.2009 ,  0.0121 ,  200 ,  12 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4387,  156 ,  37 ,  0.0012 ,  0.2400 ,  0.0120 ,  200 ,  10 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4388,  39 ,  5 ,  0.0024 ,  0.4722 ,  0.0236 ,  200 ,  10 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4389,  106 ,  21 ,  0.0024 ,  0.8400 ,  0.0096 ,  350 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4390,  39 ,#N/A,  0.0020 ,  0.6272 ,  0.0078 ,  320 ,  4 ,  5.00 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4391,  143 ,  17 ,  0.0024 ,  0.6960 ,  0.0096 ,  290 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4392,  7 ,  3 ,  0.0024 ,  0.6480 ,  0.0096 ,  270 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4393,  107 ,  20 ,  0.0024 ,  0.6000 ,  0.0096 ,  250 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4394,  6 ,  4 ,  0.0024 ,  0.5520 ,  0.0096 ,  230 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4395,  67 ,  7 ,  0.0024 ,  0.5040 ,  0.0096 ,  210 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4396,  103 ,  15 ,  0.0024 ,  0.4320 ,  0.0096 ,  180 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4397,  52 ,  9 ,  0.0029 ,  0.4930 ,  0.0116 ,  170 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4398,  52 ,  12 ,  0.0024 ,  0.3600 ,  0.0096 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4399,  32 ,  4 ,  0.0028 ,  1.5197 ,  0.0111 ,  550 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4400,  45 ,  12 ,  0.0028 ,  1.3815 ,  0.0111 ,  500 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4401,  312 ,  37 ,  0.0024 ,  1.0800 ,  0.0096 ,  450 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4402,  22 ,  3 ,  0.0024 ,  1.0231 ,  0.0095 ,  430 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4403,  442 ,  51 ,  0.0028 ,  1.1052 ,  0.0111 ,  400 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4404,  98 ,  22 ,  0.0024 ,  0.7852 ,  0.0095 ,  330 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4405,  485 ,  38 ,  0.0028 ,  0.7736 ,  0.0111 ,  280 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4406,  40 ,  7 ,  0.0028 ,  0.6906 ,  0.0111 ,  250 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4407,  534 ,  43 ,  0.0024 ,  0.5280 ,  0.0096 ,  220 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4408,  25 ,  5 ,  0.0024 ,  0.4759 ,  0.0095 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4409,  150 ,  32 ,  0.0028 ,  0.4973 ,  0.0111 ,  180 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4410,  24 ,  6 ,  0.0028 ,  0.4696 ,  0.0111 ,  170 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4411,  168 ,  25 ,  0.0024 ,  0.3600 ,  0.0096 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4412,  45 ,#N/A,  0.0020 ,  0.2748 ,  0.0079 ,  140 ,  4 ,  4.80 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4413,  90 ,  8 ,  0.0028 ,  0.3868 ,  0.0111 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4414,  128 ,  27 ,  0.0028 ,  0.3316 ,  0.0111 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4415,  74 ,  14 ,  0.0029 ,  0.3190 ,  0.0116 ,  110 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
